Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
HDD,,Samsung,SP0822N 80GB,959,21.4,262,https://hdd.userbenchmark.com/SpeedTest/2110/SAMSUNG-SP0822N
HDD,,Fujitsu,MHY2250BH 250GB,960,21.3,952,https://hdd.userbenchmark.com/SpeedTest/5732/FUJITSU-MHY2250BH
HDD,,Hitachi,HTS543212L9A300 120GB,961,21.3,211,https://hdd.userbenchmark.com/SpeedTest/266/Hitachi-HTS543212L9A300
HDD,,WD,WD800JB-00JJC0 80GB,962,21.3,1011,https://hdd.userbenchmark.com/SpeedTest/70/WDC-WD800JB-00JJC0
HDD,,WD,WD400BB-60DGA0 40GB,963,21,684,https://hdd.userbenchmark.com/SpeedTest/5256/WDC-WD400BB-60DGA0
HDD,,WD,WD1600BB-22GUC0 160GB,964,21,720,https://hdd.userbenchmark.com/SpeedTest/12099/WDC-WD1600BB-22GUC0
HDD,,WD,WD1600BEVE-00WZT0 160GB,965,21,37,https://hdd.userbenchmark.com/SpeedTest/10531/WDC-WD1600BEVE-00WZT0
HDD,,Samsung,SP0411N 40GB,966,20.7,422,https://hdd.userbenchmark.com/SpeedTest/6089/SAMSUNG-SP0411N
HDD,,Seagate,ST3160021A 160GB,967,20.7,789,https://hdd.userbenchmark.com/SpeedTest/6402/ST3160021A
HDD,,Seagate,ST380023AS 80GB,968,20.6,51,https://hdd.userbenchmark.com/SpeedTest/6282/ST380023AS
HDD,,Maxtor,6Y080L0 82GB,969,20.6,1200,https://hdd.userbenchmark.com/SpeedTest/933/Maxtor-6Y080L0
HDD,,Seagate,ST3120022A 120GB,970,20.5,856,https://hdd.userbenchmark.com/SpeedTest/2299/ST3120022A
HDD,,Hitachi,HTS721010G9SA00 100GB,971,20.5,183,https://hdd.userbenchmark.com/SpeedTest/5680/HTS721010G9SA00
HDD,,Seagate,ST340014A 40GB,972,20.4,816,https://hdd.userbenchmark.com/SpeedTest/1817/ST340014A
HDD,,WD,WD1200BEVS-60UST0 120GB,973,20.3,2901,https://hdd.userbenchmark.com/SpeedTest/3682/WDC-WD1200BEVS-60UST0
HDD,,Maxtor,6Y060L0 61GB,974,20.1,159,https://hdd.userbenchmark.com/SpeedTest/3853/Maxtor-6Y060L0
HDD,,WD,WD800BB-88JHC0 80GB,975,19.9,2505,https://hdd.userbenchmark.com/SpeedTest/1308/WDC-WD800BB-88JHC0
HDD,,Hitachi,HTS542516K9SA00 160GB,976,19.9,1913,https://hdd.userbenchmark.com/SpeedTest/2771/Hitachi-HTS542516K9SA00
HDD,,Seagate,ST910021AS 100GB,977,19.8,193,https://hdd.userbenchmark.com/SpeedTest/11880/ST910021AS
HDD,,Toshiba,MK1646GSX 160GB,978,19.7,659,https://hdd.userbenchmark.com/SpeedTest/5350/TOSHIBA-MK1646GSX
HDD,,Maxtor,6 Y120P0 123GB,979,19.6,9,https://hdd.userbenchmark.com/SpeedTest/4430/Maxtor-6-Y120P0
HDD,,Fujitsu,MHY2120BH 120GB,980,19.5,1090,https://hdd.userbenchmark.com/SpeedTest/10510/FUJITSU-MHY2120BH
HDD,,Fujitsu,MHY2160BH 160GB,981,19.3,828,https://hdd.userbenchmark.com/SpeedTest/4449/FUJITSU-MHY2160BH
HDD,,Hitachi,HDS728080PLAT20 82GB,982,19.2,1091,https://hdd.userbenchmark.com/SpeedTest/2913/HDS728080PLAT20
HDD,,Fujitsu,MHY2200BH 200GB,983,19,711,https://hdd.userbenchmark.com/SpeedTest/1960/FUJITSU-MHY2200BH
HDD,,Seagate,ST380011A 80GB,984,18.9,2160,https://hdd.userbenchmark.com/SpeedTest/1697/ST380011A
HDD,,Toshiba,MK8037GSX 80GB,985,18.5,621,https://hdd.userbenchmark.com/SpeedTest/1841/TOSHIBA-MK8037GSX
HDD,,Hitachi,HTS542580K9SA00 80GB,986,18.1,528,https://hdd.userbenchmark.com/SpeedTest/7089/Hitachi-HTS542580K9SA00
HDD,,WD,WD800BEVS-22RST0 80GB,987,18.1,974,https://hdd.userbenchmark.com/SpeedTest/3519/WDC-WD800BEVS-22RST0
HDD,,Seagate,ST3120023A 120GB,988,17.9,128,https://hdd.userbenchmark.com/SpeedTest/6505/ST3120023A
HDD,,Seagate,ST9120822AS 120GB,989,17.8,1694,https://hdd.userbenchmark.com/SpeedTest/5319/ST9120822AS
HDD,,Toshiba,MK1637GSX 160GB,990,17.8,1391,https://hdd.userbenchmark.com/SpeedTest/4513/TOSHIBA-MK1637GSX
HDD,,Fujitsu,MHW2120BH 120GB,991,17.8,1184,https://hdd.userbenchmark.com/SpeedTest/3831/FUJITSU-MHW2120BH
HDD,,Hitachi,HDS722580VLAT20 61GB,992,17.6,27,https://hdd.userbenchmark.com/SpeedTest/3589/HDS722580VLAT20
HDD,,Hitachi,HTS541616J9SA00 160GB,993,17.4,2655,https://hdd.userbenchmark.com/SpeedTest/4013/Hitachi-HTS541616J9SA00
HDD,,Seagate,ST9160821AS 160GB,994,17.3,3010,https://hdd.userbenchmark.com/SpeedTest/1006/ST9160821AS
HDD,,WD,WD600BB-75CAA0 60GB,995,17.1,81,https://hdd.userbenchmark.com/SpeedTest/6010/WDC-WD600BB-75CAA0
HDD,,Seagate,ST980811AS 80GB,996,17.1,1433,https://hdd.userbenchmark.com/SpeedTest/1970/ST980811AS
HDD,,Hitachi,HTS541680J9SA00 80GB,997,17.1,1459,https://hdd.userbenchmark.com/SpeedTest/2399/Hitachi-HTS541680J9SA00
HDD,,Fujitsu,MHW2080BH 80GB,998,16.9,280,https://hdd.userbenchmark.com/SpeedTest/6989/FUJITSU-MHW2080BH
HDD,,Seagate,ST340016A 40GB,999,16.8,309,https://hdd.userbenchmark.com/SpeedTest/2501/ST340016A
HDD,,Fujitsu,MHV2120BH PL 120GB,1000,16.7,571,https://hdd.userbenchmark.com/SpeedTest/1025/FUJITSU-MHV2120BH-PL
HDD,,Toshiba,MK1237GSX 120GB,1001,16.6,741,https://hdd.userbenchmark.com/SpeedTest/4749/TOSHIBA-MK1237GSX
HDD,,Seagate,ST360021A 60GB,1002,16.4,92,https://hdd.userbenchmark.com/SpeedTest/10830/ST360021A
HDD,,Toshiba,MK2035GSS 200GB,1003,16.2,939,https://hdd.userbenchmark.com/SpeedTest/5833/TOSHIBA-MK2035GSS
HDD,,Fujitsu,MHV2100BH 100GB,1004,16,225,https://hdd.userbenchmark.com/SpeedTest/1474/FUJITSU-MHV2100BH
HDD,,Hitachi,HTS541612J9SA00 120GB,1005,15.8,1735,https://hdd.userbenchmark.com/SpeedTest/1249/Hitachi-HTS541612J9SA00
HDD,,Seagate,ST9100824AS 100GB,1006,15.7,244,https://hdd.userbenchmark.com/SpeedTest/2949/ST9100824AS
HDD,,Seagate,ST98823AS 80GB,1007,15.6,538,https://hdd.userbenchmark.com/SpeedTest/5717/ST98823AS
HDD,,Fujitsu,MHV2080BH PL 80GB,1008,15.5,458,https://hdd.userbenchmark.com/SpeedTest/5000/FUJITSU-MHV2080BH-PL
HDD,,Seagate,ST340015A 40GB,1009,15.5,186,https://hdd.userbenchmark.com/SpeedTest/4591/ST340015A
HDD,,Hitachi,HTS541010G9SA00 100GB,1010,15.4,375,https://hdd.userbenchmark.com/SpeedTest/5274/HTS541010G9SA00
HDD,,Maxtor,4G120J6 123GB,1011,14.9,6,https://hdd.userbenchmark.com/SpeedTest/4566/Maxtor-4G120J6
HDD,,Toshiba,MK1234GSX 120GB,1012,14.9,692,https://hdd.userbenchmark.com/SpeedTest/1726/TOSHIBA-MK1234GSX
HDD,,Toshiba,MK8034GSX 80GB,1013,13.6,348,https://hdd.userbenchmark.com/SpeedTest/4167/TOSHIBA-MK8034GSX
HDD,,Toshiba,MK8032GSX 80GB,1014,13,302,https://hdd.userbenchmark.com/SpeedTest/4083/TOSHIBA-MK8032GSX
HDD,,Seagate,ST960821A 60GB,1015,9.67,15,https://hdd.userbenchmark.com/SpeedTest/2864/ST960821A
